SD BVGM #,First Eng Title,Stylish Game Title,Track Title,Console,Track Type,Location,,
833,Trauma Center: Surgical Team,Trauma Center: Surgical Team,"Anyway, Let's Begin The Diagnosis",WII,PLAY,Gabriel Cunningham's Diagnostician Stages ~ Face-to-Face Conversations,,
834,Final Fantasy IX,Final Fantasy IX,Freya's Theme,PS1,THEME,Freya Crescent,,
835,Witcher,Witcher,The Dike,PC,LEVEL,Vizima Outskirts,,
836,Tintin: Prisoners of the Sun,Tintin: Prisoners of the Sun,Aboard The Pachacamac,GBC,LEVEL,Stage 4-1: The Pachacamac,,
837,Braid,Braid,Tell It By Heart,X360,LEVEL,Chapter 3: Time And Mystery ~ The Ground Beneath Her Feet / Tight Channels / Irreversible,,
838,The Legend of Zelda: Spirit Tracks,The Legend of Zelda: Spirit Tracks,In The Fields,DS,LEVEL,Field Areas,,
839,Jurassic Park: The Chaos Continues,Jurassic Park: The Chaos Continues,Dark Jungle,SNES,LEVEL,Raptor Attack / T-Rex Carnage / Seek And Destroy ~ Jungle Segments,,
840,Halo 3 ODST,Halo 3,From The Ashes,X360,PLAY,"1st Part of the ""Bits And Pieces"" Suite ~ Mombasa Streets",,
841,Breath of Fire II,Breath of Fire II,The Whale Song,SNES,,,,
842,Jazz Jackrabbit 2,Jazz Jackrabbit 2,Streetwize,PC,LEVEL,Secret Files Edition: Holiday Hare '98 ~ Turtle Town / Suburbia Commando / Urban Brawl,,
843,Super Mario Galaxy 2,Super Mario Galaxy 2,Hightail Falls,WII,LEVEL,Hightail Falls (Puzzle Plank Galaxy),,
844,Suikoden II,Suikoden II,Reminiscence,PS1,SCENE,Prologue Opening Credits,,
845,Namco X Capcom,Namco X Capcom,Facing The Wind,PS2,SCENE,Prologue ~ Klonoa & Gantz' Introduction,,
846,Metroid Prime,Metroid Prime,"Poisoned World, Tallon IV",GC,LEVEL,Tallon IV ~ Poisoned World Sector,,
847,Pop'n Music GB,Pop'n Music GB,Texas Gunman,GBC,PLAY,Texas Gunman,,
848,Shin Megami Tensei: Digital Devil Saga,Shin Megami Tensei: Digital Devil Saga,Svadhisthana,PS2,LEVEL,Svadhisthana,,
849,Mega Man 10,Mega Man 10,Thunder Tornado,7TH,LEVEL,Tornado Man's Stage,,
850,Killer Instinct,Killer Instinct,The Instinct,ARC,THEME,Main Theme,,
851,Megalomachia 2,Megalomachia 2,Chaos Crawler,ALB,THEME,Megalomachia 2 isn't a Game; This Particular Song was apparently inspired by Video Games,,
852,Alundra,Alundra,Kline's Dream,PS1,LEVEL,Kline's Dream,,
853,Final Fantasy V,Final Fantasy V,Fate In Haze,SNES,LEVEL,Pirate Hideout / Walse Tower / Gil Cave / Istory Falls / Castle Of Bal,,
854,Wild Arms 5,Wild ARMs 5,A Muzzle Dancing In Hatred,PS2,LEVEL,TF System ~ Fire Tower,,
855,Brave Fencer Musashi,Brave Fencer Musashi,The White Cloud In The Sky,PS1,LEVEL,Grillin Village,,
856,VVVVVV,VVVVVV,Potential For Anything,PC,LEVEL,The Laboratory ~ Victoria (The Blue One)'s Location,,
857,Super Mario Land,Super Mario Land,Birabuto Kingdom,GB,LEVEL,World 1: Birabuto Kingdom,,
858,Crash Bandicoot,Crash Bandicoot,Hog Wild,PS1,LEVEL,Hog Wild / Whole Hog,,
859,Spyro 3: Year of the Dragon,Spyro 3: Year of the Dragon,Carving Crater,PS1,LEVEL,Carving Crater (Molten Crater),,
860,Ogre Tactics: Person of Lordly Caliber,Ogre Tactics: Person of Lordly Caliber,Decisive,N64,PLAY,Final Mission: Keryoleth ~ Fighting Enemies,,
861,Castlevania: Lords of Shadow,Castlevania: Lords of Shadow,Waterfalls Of Agharta,7TH,LEVEL,Chapter 2-4: Waterfalls Of Agharta,,
862,Trials of Mana,Trials of Mana,Where Angels Fear To Tread,SNES,SCENE,Intro,,
863,Revenge of the Smurfs,Revenge of the Smurfs,The Mountains,NES,LEVEL,Act 6: The Mountains,,
864,Treasure Hunter G,Treasure Hunter G,Sad Freedom,SNES,LEVEL,Atlantis,,
865,Xenoblade,Xenoblade,Gaur Plains: DAY,WII,LEVEL,Bionis' Leg ~ Day,,
866,The Longest Journey: Dreamfall,The Longest Journey: Dreamfall,The Hospital Room,PC,SCENE,Chapter 1 ~ Opening: Zoe's Monologue in her Coma,,
867,The Legend of Zelda: A Link to the Past,The Legend of Zelda: A Link to the Past,Tarnished Dungeons,SNES,LEVEL,Dark Palace / Swamp Palace / Skull Woods / Gargoyle's Domain / Ice Palace / Misery Mire / Turtle Rock,,
868,Dragon Quest VI: Realms of Revelation,Dragon Quest VI: Realms of Revelation,Inviting Village,SNES,LEVEL,Real World ~ Howsworth Village,,
869,Wangan Midnight Maximum Tune 3,Wangan Midnight Maximum Tune 3,Feel The Moment,ARC,PLAY,Main Gameplay,,
870,La-Mulana Remake,La-Mulana Remake,Curse Of IRON PIPE,WII,LEVEL,Spring in the Sky,,
871,Advance Wars: Dual Strike,Advance Wars: Dual Strike,That's A Wrap!,DS,SCENE,Staff Credits,,
872,The Legend of Zelda,The Legend of Zelda,Title Theme,NES,MENU,Title Screen,,
873,GoldenEye 007: The Game,GoldenEye 007-64,La Fayette Frigate,N64,LEVEL,Mission 7: La Fayette Frigate (Mission 4-i),,
874,Street Fighter,Street Fighter,Guile's Theme,ARC,THEME,Guile,,
875,Tekken 2,Tekken 2,Morning Field,PS1,LEVEL,Morning Field,,
876,Final Fantasy VII,Final Fantasy VII,Anxious Heart,PS1,,,,
877,Contact,Contact,Ending C,DS,SCENE,Ending C,,
878,Thunder Spirits,Thunder Spirits,Hunger Made Them Desperate,SNES,LEVEL,Stage 7,,
879,Persona 3,Persona 3,Memories Of The City,PS2,SCENE,Bad Ending ~ Staff Credits,,
880,Xenogears,Xenogears,"Daijiru, City Of The Burning Sands",PS1,LEVEL,Daijiru ~ Day,,
881,Double Dragon,Double Dragon,Arrival Of The Black Warriors,NES,LEVEL,Stage 1: Slums,,
882,Baten Kaitos Origins,Baten Kaitos Origins,The Broken Manas And My One And Only,GC,THEME,Malpercio,,
883,Diablo II,Diablo II,Rogue Encampment,PC,LEVEL,Rogue Encampments,,
884,Deadly Premonition,Deadly Premonition,Life Is Beautiful,7TH,SCENE,Silly Scenes ~ York's Breakfast with Polly / Thomas' INCREDIBLE Biscuits,,
885,Mario Kart,Mario Kart,Koopa Beach,SNES,LEVEL,Koopa Beach,,
886,Western Lords,Western Lords,Devil Mountain,DS,THEME,Unused ~ The Game Was Cancelled,,
887,Castlevania: Bloodlines,Castlevania: Bloodlines,Iron Blue Intention,GEN,LEVEL,Stage 4,,
888,Deus Ex,Deus Ex,Main Theme,PC,THEME,Main Theme,,
889,Chrono Trigger,Chrono Trigger,Peaceful Days,SNES,MENU,Present Day ~ World Map,,
890,Mr. Nutz,Mr. Nutz,Clouds,SNES,LEVEL,Clouds,,
891,Blast Corps,Blast Corps,Echo Marches,N64,LEVEL,Echo Marches / Havoc District,,
892,Jets 'n' Guns,Jets 'n' Guns,Shop,PC,MENU,Shop,,
893,Dragon Quest II: Luminaries of the Legendary Line,Dragon Quest II: Luminaries of the Legendary Line,Royal Palace,NES,LEVEL,Midenhall / Cannock,,
894,The Legend of Zelda: Wind Waker,The Legend of Zelda: Wind Waker,Staff Credits,GC,SCENE,Staff Credits,,
895,Elvandia Story,Elvandia Story,Title Theme,PS2,MENU,Title Screen,,
896,PilotWings Resort,PilotWings Resort,Hang Glider,3DS,PLAY,Hang Glider,,
897,NeoTokyo,NeoTokyo,Annul,PC,PLAY,Main Gameplay,,
898,Lufia II,Lufia II,The Turret Forgotten,SNES,,,,
899,Lunar II,Lunar II,Final Battle,SCD,BOSS,FINAL BOSS ~ Omni Zophar,,
900,Metroid,Metroid,Title Theme,NES,MENU,Title Screen,,
901,Ragnarok Online 2,Ragnarok Online 2,Swamper,PC,THEME,"Unused ~ Presumably an Underwater Level, but was removed in the Legend Of The Second Version",,
902,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow,Blue Memories,DS,SCENE,Ending,,
903,Final Fantasy VIII,Final Fantasy VIII,The Extreme,PS1,BOSS,FINAL BOSS ~ Future Ultimecia,,
904,Ōkamiden,Ōkamiden,Yakushi Village,DS,LEVEL,Yakushi Village,,
905,Parasite Eve: The 3rd Birthday,Parasite Eve: The 3rd Birthday,Investigation Of The Past,PSP,SCENE,Opening,,
906,Spanky's Quest,Spanky's Quest,City,SNES,LEVEL,World 2: City,,
907,Mushihimesama Futari,Mushihimesama Futari,On The Verge Of Madness,ARC,LEVEL,Stage 5,,
908,Wild Arms 5,Wild ARMs 5,The Street Corner At Sunset,PS2,LEVEL,Gounon Village,,
909,Rollercoaster Tycoon 3,Rollercoaster Tycoon 3,Summer Air,PC,PLAY,Main Gameplay,,
910,Earthbound,Mother 2,"Threed, Free At Last",SNES,LEVEL,Threed ~ Returned to Normal from the Zombie Invasion,,
911,OutRun 2,OutRun 2,Splash Wave,ARC,PLAY,Main Gameplay,,
912,Super Mario Kingdom,Super Mario Kingdom,Bowser's Prime,N64,BOSS,FINAL BOSS ~ Bowser (3),,
913,Eternal Champions,Eternal Champions,Character Bios,GEN,MENU,Character Bios,,
914,Mega Man 2,Mega Man 2,Metal Man's Stage,NES,LEVEL,Metal Man's Stage,,
915,Legend of Mana,Legend of Mana,Hometown Domina,PS1,LEVEL,Domina,,
916,Perfect Dark,Perfect Dark,Alien Conflict,N64,THEME,Main Theme,,
917,Mass Effect 2,Mass Effect 2,Suicide Mission,7TH,PLAY,The Suicide Mission (Final Mission),,
918,Tales of Gracia,Tales of Gracia,Crush That Steel!,PS3,LEVEL,Bathus Citadel,,
919,Eschatos,Eschatos,Point Of No Return,X360,LEVEL,Areas 12-15,,
920,The Legend of Zelda: Link's Adventure,The Legend of Zelda: Link's Adventure,Town,NES,LEVEL,Towns,,
921,Soul Calibur III,Soul Calibur III,Raise Thy Sword,GC,THEME,Nightmare,,
922,Plok,Plok,Creepy Forest,SNES,LEVEL,World 2: Akrillic Island ~ Stage 5: Creepy Forest,,
923,Astal,Astal,Crystal Palace,SAT,LEVEL,Stage 12: Crystal Palace,,
924,Donkey Kong Country: Donkey's Kong Caper,DK Country: Donkey's Kong Caper,Ice Cave Chant,SNES,LEVEL,Slipslide Ride,,
925,Machinarium,Machinarium,By The Wall,PC,LEVEL,The Platform By The Wall,,
926,Sonic Colour Rush,Sonic Colour Rush,Aquarium Park: ACT 1,WII,LEVEL,Aquarium Park ~ Act 1 / Act 4,,
927,SimCity 4,SimCity 4,Epicenter,PC,PLAY,Main Gameplay,,
928,Lethal Weapon: The Game,Lethal Weapon: The Game,Leo Getz Hostage Situation,SNES,LEVEL,Mission 4,,
929,Dragon Quest VIII: Journey of the Cursed King,Dragon Quest VIII: Journey of the Cursed King,Overture,PS2,MENU,Title Screen,,
930,Final Fantasy XIII,Final Fantasy XIII,Blinded By Light,7TH,PLAY,Enemy Battles,,
931,Breath of Fire IV,Breath of Fire IV,Truth And Dreams,PS1,SCENE,"Fou-Lu and Ryu stare down before the Final Battle, as Fou-Lu recounts Humanity's Evils",,
932,Punch-Out!,Punch-Out!,Boxing Match,NES,PLAY,Boxing Matches,,
933,Ristar,Ristar,Ice Scream,GEN,LEVEL,Planet 5: Freon ~ Round 2,,
934,Radical Dreamers,Radical Dreamers,Star-Stealing Girl,SNES,THEME,Kid,,
935,Arc The Lad IV,Arc The Lad IV,Ordeal,PS2,BOSS,Darc's Chapter 1 ~ Densimo & Geedo,,
936,Pokémon Red / Blue / Yellow,Pokémon Red / Blue / Yellow,Champion Battle!,GB,BOSS,FINAL BOSS ~ Champion Blue,,
937,TimeSplitters 2,TimeSplitters 2,Chicago,PS2,LEVEL,1932: Chicago,,
938,Wave Race: Dolphin Park,Wave Race: Dolphin Park,Title Theme,N64,MENU,Title Screen,,
939,Kingdom Hearts,Kingdom Hearts,Destati,PS2,SCENE,Beta Gameplay Trailer,,
940,Pikmin,Pikmin,Forest Navel,GC,LEVEL,Forest Navel,,
941,Final Fantasy VI,Final Fantasy VI,Kids Run Through The City,SNES,LEVEL,South Figaro / Mobliz / Nikeah / Kohlingen / Jidoor / Zozo,,
942,Super Meat Boy,Super Meat Boy,Can O' Salt,X360,LEVEL,World 3: Salt Factory ~ Light World,,
943,Super Mario World,Super Mario World,Kingdom,SNES,LEVEL,Kingdom Stages,,
944,Ridge Racer 6,Ridge Racer 6,Move Me,PS1,PLAY,Main Gameplay,,
945,The Legend of Zelda: Ocarina of Time,The Legend of Zelda: Ocarina of Time,Title Theme,N64,MENU,Title Screen,,
946,Shining Hearts,Shining Hearts,Seashore Wind,PSP,LEVEL,A Beach (Don't Know The Name Though),,
947,Metroid Echoes,Metroid Echoes,"Forest Swamp, Torvus Bog",GC,LEVEL,Torvus Bog ~ Forest Swamp Sector,,
948,Marvel VS Capcom 3,Marvel VS Capcom 2,Doctor Doom's Theme,7TH,THEME,Doctor Doom,,
949,Ace Combat 5: Unsung War,Ace Combat 5: Unsung War,White Bird (Part II),PS2,LEVEL,Mission 24 ~ White Bird (Part II),,
950,Castlevania: Return of Dracula,Castlevania: Return of Dracula,Treasury Room,SNES,LEVEL,Stage 9-1: Treasury Room,,
951,Guardian Legend,Guardian Legend,Forest Labyrinth,NES,LEVEL,Forest Labyrinth,,
952,Grandia II,Grandia II,Part Of The Job!,DC,PLAY,Enemy Battles,,
953,Umineko No Naku Koro Ni,Umineko No Naku Koro Ni,dreamenddischarger,PC,SCENE,Episode 4: Alliance of the Golden Witch ~ Battler's Final Showdown with Beatrice,,
954,Mega Man 3,Mega Man 3,Top Man's Stage,NES,LEVEL,Top Man's Stage,,
955,Croc 2,Croc 2,The Mine,PS1,LEVEL,Stage 3-2: Find The Wheels In The Mine!,,
956,Cladun: This is an RPG,Cladun: This is an RPG,Knight Of A Foreign Country,PSP,,,,
957,Mario Super Stars,Mario Super Stars,The Road Is Full Of Dangers,SNES,LEVEL,Mushroom Way,,
958,Pop'n Music 7,Pop'n Music 7,Twilight Gloom,ARC,PLAY,Twilight Gloom,,
959,Legendary SaGa 2,Legendary SaGa 2,Save The World,GB,BOSS,FINAL BOSS ~ Arsenal,,
960,Xenosaga Episode II: Jenseits von Gut und Böse,Xenosaga II: Jenseits von Gut und Böse,Old Miltia,PS2,LEVEL,Submerged City (Old Miltia),,
961,Terraria,Terraria,Underground,PC,PLAY,Underground,,
962,Super Smash Bros. Brawl,Super Smash Bros. Brawl,Audi Famam Illius,WII,THEME,Main Theme,,
963,MediEvil,MediEvil,Haunted Ruins,PS1,LEVEL,Haunted Ruins,,
964,Chrono Trigger,Chrono Trigger,Schala's Theme,SNES,THEME,Schala,,
965,The Smurfs' Nightmare,The Smurfs' Nightmare,Another World,GBC,LEVEL,Mysterious Planet,,
966,King of Fighters IX,King of Fighters IX,Ж,ARC,THEME,Nameless,,
967,Catherine,Catherine,It's A Golden Show,7TH,MENU,Main Menu,,
968,The Legend of Zelda: Majora's Mask,The Legend of Zelda: Majora's Mask,"Clock Town, First Day",N64,LEVEL,Clock Town ~ First Day,,
969,Ridge Racer 9,Ridge Racer 9,Mars Landing,PS2,PLAY,Main Gameplay,,
970,Eternal Darkness: Sanity's Requiem,Eternal Darkness: Sanity's Requiem,Black Rose,GC,LEVEL,Maximillian Roivas' Chapter ~ The Mansion before the Demon Infestation,,
971,Super Bonk,Super Bonk,Twilight Space,SNES,LEVEL,Act 5: The Battle Crab Beyond The Galaxy ~ Twilight Space,,
972,Emil Chronicle,Emil Chronicle,Over The Infinite Helix,PC,LEVEL,Infinite Corridor,,
973,Super Mario Galaxy 2,Super Mario Galaxy 2,Molten Monsterhive,WII,LEVEL,Molten Monsterhive (Melty Molten Galaxy),,
974,Katamari Damacy,Katamari Damacy,Katamari Stars,PS2,MENU,Star Viewing Gallery,,
975,Lunar: Dragon Song,Lunar: Dragon Song,Dragon Trials,DS,BOSS,The 4 Dragons ~ Red Dragon / White Dragon / Black Dragon / Blue Dragon,,
976,Super Dodge Ball,Super Dodge Ball,Opposition Match,NES,PLAY,Opposition Match (Versus Mode),,
977,Golden Sun,Golden Sun,Vale,GBA,LEVEL,Vale,,
978,Torchlight,Torchlight,Town,PC,LEVEL,Towns,,
979,Metroid,Metroid,Brinstar,NES,LEVEL,Brinstar,,
980,Wild Arms 2,Wild ARMs 2,You'll Never Be Alone,PS1,SCENE,First Opening,,
981,Valkyria Chronicles 3,Valkyria Chronicles 3,Damn It!,PSP,SCENE,Chapter 7 ~ Squad 422 takes a Vacation at the Beach,,
982,Crystal Beans,Crystal Beans,Floating Tower,SNES,LEVEL,Floating Tower,,
983,Minecraft,Minecraft,Sweden,PC,PLAY,Main Gameplay,,
984,Xenoblade,Xenoblade,Valak Mountain: NIGHT,WII,LEVEL,Valak Mountain ~ Night,,
985,The Last Story,The Last Story,Timbre Of The City,WII,LEVEL,Lazulis City,,
986,Pandora's Tower,Pandora's Tower,Final Battle,WII,BOSS,FINAL BOSS ~ Zeron,,
987,Child of Eden,Child of Eden,Evolution,X360,PLAY,Evolution,,
988,Digital: A Love Story,Digital: A Love Story,Paper Dolls,PC,PLAY,Logging onto the Computer before going into The Matrix (Only Plays After Several Playthroughs (?)),,
989,Donkey Kong Country: Donkey's Kong Caper,DK Country: Donkey's Kong Caper,Track Attack [GB],GB,LEVEL,Track Attack / Sky High Caper / Collapsing Clouds,,
990,Secret of Evermore,Secret of Evermore,Horace Highwater,SNES,THEME,Horace Highwater,,
991,Breath of Death VII,Breath of Death VII,Graveyard,PC,LEVEL,Graveyard Tunnel,,
992,La Pucelle,La Pucelle,Solitaire,PS2,LEVEL,Chapter 6: The Journey Begins ~ Within Éclair's Heart,,
993,Jets 'n' Guns,Jets 'n' Guns,Koala In The Spider's Web,PC,LEVEL,Mission 2: Bandit,,
994,Final Fantasy X,Final Fantasy X,Mi'ihen Highroad,PS2,LEVEL,Mi'ihen Highroad,,
995,The Legend of Zelda: Twilight Princess,The Legend of Zelda: Twilight Princess,Don't Want You No More,WII,SCENE,E3 2005 Trailer,,
996,Tower of Heaven,Tower of Heaven,Indignant Divinity,PC,LEVEL,Floors 7-10,,
997,Sakura Wars: In Hot Blood,Sakura Wars: In Hot Blood,Main Theme,PS2,THEME,Main Theme,,
998,E.T.: Return to the Green Planet,E.T.: Return to the Green Planet,Return To The Village,PS2,THEME,Unused ~ The Game Was Cancelled,,
999,Super Mario Kingdom,Super Mario Kingdom,Hazy Maze Cave,N64,LEVEL,Hazy Maze Cave / Drain City,,
1000,Earthbound,Mother 2,Smiles And Tears,SNES,SCENE,Staff Credits,,
1001,Wild Arms: Alter Code F,Wild ARMs: Alter Code F,A Dusty Wind Blows Through Town,PS2,LEVEL,Adlehyde / Rosetta / Saint Centour,,
1002,Chrono Cross,Chrono Cross,Dead Sea,PS1,LEVEL,Dead Sea,,
1003,Mega Man 9,Mega Man 9,Robot Museum,GBA,LEVEL,Robot Museum (Opening Stage),,
1004,Spyro: A Hero's Tail,Spyro: A Hero's Tail,Cloudy Domain,6TH,LEVEL,Cloudy Domain,,
1005,Nintendo World Cup,Nintendo World Cup,Multiplayer Match,NES,PLAY,Multiplayer Match (Versus Match),,
1006,Atelier Iris: Eternal Mana,Atelier Iris: Eternal Mana,Town Where The Bells Chime,PS2,LEVEL,Arcose,,
1007,Cthulhu Saves The World,Cthulhu Saves The World,Existence Collapses,PC,BOSS,FINAL BOSS ~ Azathoth,,
1008,Castlevania,Castlevania,Heart Of Fire,NES,LEVEL,Stage 5 / Stage 13,,
1009,Ms. Pac-Madness,Ms. Pac-Madness,Haunted Halloween,PS1,LEVEL,Stage 10: Haunted Halloween / Watch Your Pac,,
1010,Kirby's Epic Yarn,Kirby's Epic Yarn,Dark Manor,WII,LEVEL,World 3: Silk Siesta ~ Stage 6: Dark Manor,,
1011,Dragon Quest V: Hand of the Heavenly Bride,Dragon Quest V: Hand of the Heavenly Bride,Monsters In The Dungeons,SNES,LEVEL,Whealbrook Adit / Winter Palace / Mount Magmageddon / Cataract Caves / Estark's Labyrinth / etc.,,
1012,Pop'n Music 2,Pop'n Music 2,Don't Disturb,ARC,PLAY,Don't Disturb,,
1013,Assassin's Creed II,Assassin's Creed II,Earth,7TH,THEME,Main Theme,,
1014,Secret of Mana,Secret of Mana,Meridian Dance,SNES,BOSS,FINAL BOSS ~ Mana Beast,,
1015,Lode Runner 3,Lode Runner 3,Bonus Stages,N64,PLAY,Bonus Stages,,
1016,NieR,NieR,Grandma,7TH,SCENE,New Game+ ~ Kainé's Backstory Text Narration,,
1017,SpaceChem,SpaceChem,A New World,PC,PLAY,Main Gameplay,,
1018,Super Adventure Island,Super Adventure Island,Dark Castle Of Living Things,SNES,LEVEL,Round 5-2 / 5-3,,
1019,Sonic Triple Trouble,Sonic Triple Trouble,Sunset Park: ACT 2,GG,LEVEL,Sunset Park ~ Act 2,,
1020,Unreal Tournament 2,Unreal Tournament 2,Cold Emptiness,PC,LEVEL,Ice Fields / Flux,,
1021,Final Fantasy VIII,Final Fantasy VIII,Fisherman's Horizon,PS1,LEVEL,Fisherman's Horizon,,
1022,Equinox,Equinox,Atlena (Short),SNES,LEVEL,Atlena,,
1023,Threads of Fate,Threads of Fate,To The Ultimate Relic,PS1,LEVEL,Rasdan,,
1024,Dark Souls,Dark Souls,Great Grey Wolf Sif,7TH,BOSS,Sif,,
1025,Guardian of Paradise,Guardian of Paradise,The Mountains,PC,LEVEL,Mountains,,
1026,NeoTokyo,NeoTokyo,Beacon,PC,PLAY,Main Gameplay,,
1027,The Legend of Zelda: Skyward Sword,The Legend of Zelda: Skyward Sword,Skyloft,WII,LEVEL,Skyloft,,
1028,Machinarium,Machinarium,The Glasshouse With Butterfly,PC,LEVEL,The Glasshouse With Butterfly,,
1029,Future Fighter 2010,Future Fighter 2010,Androboy,NES,LEVEL,World 1: Earth ~ Stage 3,,
1030,Frontier SaGa 2,Frontier SaGa 2,Weltall,PS1,,,,
1031,Portal 2,Portal 2,Want You Gone,PC,SCENE,Staff Credits,,
1032,Tekken 5,Tekken 5,Ground Zero Funk,PS2,LEVEL,Ground Zero,,
1033,Paper Mario: Dark Prognosticus,Paper Mario: Dark Prognosticus,Floro Sapien Caverns,WII,LEVEL,Chapter 5-3: Floro Sapien Caverns,,
1034,Wild Guns,Wild Guns,Desolation Canyon,SNES,LEVEL,Desolation Canyon,,
1035,Shadow of the Colossus,Shadow of the Colossus,The Sunlit Earth,PS2,SCENE,Staff Credits,,
1036,Time Trax: The Game,Time Trax: The Game,Title Theme,GEN,THEME,"Unused ~ Originally the Title Screen Theme, but the Game was never released",,
1037,Donkey Kong Country: Return of the Kong,DK Country: Return of the Kong,Palm Tree Groove,WII,LEVEL,Sunset Shore / Foggy Fumes / Smokey Peak,,
1038,Turok 2: Seeds of Evil,Turok 2: Seeds of Evil,Cemetery [GBC],GBC,LEVEL,Stage 5: Cemetery,,
1039,Castlevania: Portrait of Ruin,Castlevania: Portrait of Ruin,A Small Prayer,DS,MENU,Shop Keeper's Rooms,,
1040,Persona 4,Persona 4,Your Affection,PS2,PLAY,Exploration ~ Clear Sunny Weather,,
1041,Glover,Glover,Atlantis: STAGE 3,N64,LEVEL,World 1: Atlantis ~ Stage 3,,
1042,Bastion,Bastion,"Setting Sail, Coming Home",X360,SCENE,Staff Credits,,
1043,Mega Man 7,Mega Man 7,Freeze Man's Stage,SNES,LEVEL,Freeze Man's Stage,,
1044,Ape Escape 3,Ape Escape 3,Winterville,PS3,LEVEL,"Winterville: Monkey Come, Monkey Go",,
1045,Napple Tale,Napple Tale,Snowball,DC,LEVEL,Napple World ~ Winter,,
1046,Shenmue,Shenmue,Christmas On Dobuita Street,DC,LEVEL,Dobuita Street ~ Christmas Time,,
1047,Final Fantasy VII,Final Fantasy VII,Buried In The Snow,PS1,LEVEL,Great Glacier,,
1048,Blue Stinger,Blue Stinger,Merry Christmas,DC,LEVEL,Hello Market,,
1049,Wild Arms 5,Wild ARMs 5,The City Where We'll Meet Someday,PS2,LEVEL,Twelbit,,
1050,Kirby's Space Ship,Kirby's Space Ship,Aurora Area,WII,LEVEL,World 4: White Wafers ~ Stage 5,,
1051,Earthworm Jim,Earthworm Jim,New Junk City,PC,LEVEL,World 1: New Junk City,,
1052,Snowboard Kids 2,Snowboard Kids 2,Haunted House,N64,LEVEL,Haunted House,,
1053,Metal Gear Solid,Metal Gear Solid,Encounter,PS1,PLAY,Being Discovered,,
1054,Mother 3,Mother 3,Mind Of A Thief,GBA,THEME,Duster,,
1055,Sonic Adventure 2,Sonic Adventure 2,Dive Into The Mellow,DC,LEVEL,Hero Story ~ Aquatic Mine,,
1056,Mario Super Stars,Mario Super Stars,Fight Against A Somewhat Stronger Monster,SNES,BOSS,Boss Battles,,
1057,Spanky's Quest,Spanky's Quest,Underwater,SNES,LEVEL,World 4: Underwater,,
1058,Nora To Toki No Kōbō,Nora To Toki No Kōbō,Everyday Lifestyle,DS,,,,
1059,Sword & Sworcery,Sword & Sworcery,Dark Flute,iOS,LEVEL,Village,,
1060,Killer7,Killer7,Dissociative Identity,GC,SCENE,Ending & Staff Credits,,
1061,Chrono Trigger,Chrono Trigger,Confronting Magus,SNES,BOSS,Magus,,
1062,Pop'n Music 8,Pop'n Music 8,Beyond The Bounds (020203 Mix),ARC,PLAY,Beyond The Bounds (020203 Mix),,
1063,Final Fantasy,Final Fantasy,Main Theme,NES,THEME,Main Theme,,
1064,Breath of Death VII,Breath of Death VII,Calm Streams,PC,SCENE,Intro,,
1065,Tales of Vesperia,Tales of Vesperia,On The Other Side Of The Mirage,X360,LEVEL,Yormgen,,
1066,Spiderman & X-Men: Arcade's Revenge,Spiderman & X-Men: Arcade's Revenge,Gambit's Theme,SNES,THEME,Gambit,,
1067,Motorhead,Motorhead,Red Rock,PS1,LEVEL,Red Rock,,
1068,Mario Kart 3D,Mario Kart 3D,Rainbow Road,3DS,LEVEL,Rainbow Road,,
1069,Ice Hockey,Ice Hockey,Main Theme,NES,THEME,Main Theme,,
1070,Grand Theft Auto IV,Grand Theft Auto IV,Loading,7TH,MENU,Loading Screen,,
